,Date,EURUSD,USDCAD
Tu,05/29/2012,1.2541,1.0239
Mo,05/28/2012,1.2577,1.0266
Fr,05/25/2012,1.2533,1.0269
Th,05/24/2012,1.2582,1.0252
We,05/23/2012,1.2684,1.0205
Tu,05/22/2012,1.2817,1.0175
Mo,05/21/2012,1.2767,1.0223
Fr,05/18/2012,1.2698,1.0196
Th,05/17/2012,1.2716,1.0122
We,05/16/2012,1.2729,1.0072
Tu,05/15/2012,1.2823,1.0037
Mo,05/14/2012,1.2902,1.0002
Fr,05/11/2012,1.2936,1.0021
Th,05/10/2012,1.2929,1.0026
We,05/09/2012,1.3005,0.9987
Tu,05/08/2012,1.3051,0.9931
Mo,05/07/2012,1.3013,0.9959
Fr,05/04/2012,1.3153,0.9885
Th,05/03/2012,1.3159,0.9863
We,05/02/2012,1.3237,0.9853
Tu,05/01/2012,1.3239,0.9872
Mo,04/30/2012,1.3247,0.981
Fr,04/27/2012,1.322,0.9844
Th,04/26/2012,1.3217,0.9834
We,04/25/2012,1.3197,0.9871
Tu,04/24/2012,1.3156,0.9913
Mo,04/23/2012,1.3184,0.9927
Fr,04/20/2012,1.3138,0.9957
Th,04/19/2012,1.3123,0.9912
We,04/18/2012,1.3127,0.9902
Tu,04/17/2012,1.3142,0.9994
Mo,04/16/2012,1.3066,0.9972
Fr,04/13/2012,1.3188,0.9943
Th,04/12/2012,1.311,1.0038
We,04/11/2012,1.3082,1.0045
Tu,04/10/2012,1.3106,0.9976
Mo,04/09/2012,1.3103,0.9962
Fr,04/06/2012,1.3066,0.9931
Th,04/05/2012,1.3142,0.9963
We,04/04/2012,1.3233,0.9911
Tu,04/03/2012,1.3321,0.9905
Mo,04/02/2012,1.3333,0.9964
Fr,03/30/2012,1.3302,0.9964
Th,03/29/2012,1.3317,0.9983
We,03/28/2012,1.3313,0.9948
Tu,03/27/2012,1.3359,0.9906
Mo,03/26/2012,1.3271,0.998
Fr,03/23/2012,1.3201,0.9993
Th,03/22/2012,1.3216,0.9922
We,03/21/2012,1.3225,0.9915
Tu,03/20/2012,1.3239,0.9869
Mo,03/19/2012,1.3172,0.9916
Fr,03/16/2012,1.308,0.9918
Th,03/15/2012,1.3032,0.9926
We,03/14/2012,1.3084,0.9886
Tu,03/13/2012,1.3155,0.9925
Mo,03/12/2012,1.3118,0.9907
Fr,03/09/2012,1.3275,0.9902
Th,03/08/2012,1.3149,0.9974
We,03/07/2012,1.3112,1.0019
Tu,03/06/2012,1.3217,0.9946
Mo,03/05/2012,1.3184,0.989
Fr,03/02/2012,1.3311,0.9855
Th,03/01/2012,1.3325,0.9899
We,02/29/2012,1.3458,0.9953
Tu,02/28/2012,1.3398,0.999
Mo,02/27/2012,1.3457,0.999
Fr,02/24/2012,1.3373,0.9975
Th,02/23/2012,1.3249,0.9998
We,02/22/2012,1.3234,0.9969
Tu,02/21/2012,1.3243,0.9935
Mo,02/20/2012,1.3163,0.9937
Fr,02/17/2012,1.313,0.9966
Th,02/16/2012,1.3066,1.0
We,02/15/2012,1.3134,0.9991
Tu,02/14/2012,1.3186,0.9997
Mo,02/13/2012,1.3193,1.0007
Fr,02/10/2012,1.3286,0.9947
Th,02/09/2012,1.326,0.996
We,02/08/2012,1.3261,0.9944
Tu,02/07/2012,1.313,0.996
Mo,02/06/2012,1.3145,0.9943
Fr,02/03/2012,1.3144,0.9993
Th,02/02/2012,1.3161,0.9986
We,02/01/2012,1.3084,1.0026
Tu,01/31/2012,1.3144,1.0015
Mo,01/30/2012,1.3226,1.002
Fr,01/27/2012,1.3109,1.0017
Th,01/26/2012,1.3106,1.0043
We,01/25/2012,1.3036,1.009
Tu,01/24/2012,1.3013,1.0086
Mo,01/23/2012,1.2906,1.0132
Fr,01/20/2012,1.2968,1.0108
Th,01/19/2012,1.2863,1.0111
We,01/18/2012,1.2737,1.0151
Tu,01/17/2012,1.2667,1.0179
Mo,01/16/2012,1.2642,1.0222
Fr,01/13/2012,1.2814,1.0191
Th,01/12/2012,1.2707,1.0196
We,01/11/2012,1.2778,1.0154
Tu,01/10/2012,1.2765,1.0234
Mo,01/09/2012,1.2705,1.0278
Fr,01/06/2012,1.2789,1.0198
Th,01/05/2012,1.2943,1.0127
We,01/04/2012,1.305,1.0104
Tu,01/03/2012,1.2934,1.0189
Mo,01/02/2012,1.2963,1.0215
Fr,12/30/2011,1.2961,1.0199
Th,12/29/2011,1.2941,1.0244
We,12/28/2011,1.3071,1.0186
Tu,12/27/2011,1.3061,1.0205
Mo,12/26/2011,1.3043,1.0205
Fr,12/23/2011,1.305,1.0203
Th,12/22/2011,1.3047,1.0266
We,12/21/2011,1.3082,1.0298
Tu,12/20/2011,1.2998,1.0389
Mo,12/19/2011,1.3023,1.0384
Fr,12/16/2011,1.3016,1.0351
Th,12/15/2011,1.2983,1.0397
We,12/14/2011,1.3037,1.0343
Tu,12/13/2011,1.3187,1.0271
Mo,12/12/2011,1.3384,1.0176
Fr,12/09/2011,1.3341,1.0232
Th,12/08/2011,1.3412,1.0099
We,12/07/2011,1.3402,1.01
Tu,12/06/2011,1.3401,1.0165
Mo,12/05/2011,1.3383,1.0182
Fr,12/02/2011,1.3461,1.0139
Th,12/01/2011,1.3446,1.0174
We,11/30/2011,1.3317,1.0321
Tu,11/29/2011,1.332,1.0341
Mo,11/28/2011,1.3245,1.0468
Fr,11/25/2011,1.3347,1.047
Th,11/24/2011,1.3342,1.0486
We,11/23/2011,1.3505,1.0383
Tu,11/22/2011,1.3489,1.0401
Mo,11/21/2011,1.3516,1.0273
Fr,11/18/2011,1.3458,1.0292
Th,11/17/2011,1.3463,1.0245
We,11/16/2011,1.3539,1.0211
Tu,11/15/2011,1.3633,1.0168
Mo,11/14/2011,1.376,1.0104
Fr,11/11/2011,1.3606,1.0169
Th,11/10/2011,1.3542,1.0246
We,11/09/2011,1.3834,1.0088
Tu,11/08/2011,1.3776,1.0126
Mo,11/07/2011,1.3785,1.0177
Fr,11/04/2011,1.3823,1.0067
Th,11/03/2011,1.3747,1.0136
We,11/02/2011,1.3703,1.0204
Tu,11/01/2011,1.3858,1.0008
Mo,10/31/2011,1.4141,0.992
Fr,10/28/2011,1.4189,0.9909
Th,10/27/2011,1.3906,1.0042
We,10/26/2011,1.3908,1.0167
Tu,10/25/2011,1.3929,1.0038
Mo,10/24/2011,1.3852,1.0086
Fr,10/21/2011,1.378,1.0154
Th,10/20/2011,1.376,1.0206
We,10/19/2011,1.3752,1.0141
Tu,10/18/2011,1.3737,1.0234
Mo,10/17/2011,1.3874,1.0112
Fr,10/14/2011,1.3777,1.0209
Th,10/13/2011,1.3791,1.0172
We,10/12/2011,1.364,1.03
Tu,10/11/2011,1.3642,1.0258
Mo,10/10/2011,1.3385,1.0394
Fr,10/07/2011,1.3437,1.0371
Th,10/06/2011,1.3348,1.0402
We,10/05/2011,1.3349,1.0513
Tu,10/04/2011,1.3176,1.0547
Mo,10/03/2011,1.3389,1.0487
Fr,09/30/2011,1.3597,1.0359
Th,09/29/2011,1.3542,1.0335
We,09/28/2011,1.3585,1.0193
Tu,09/27/2011,1.3533,1.0251
Mo,09/26/2011,1.3481,1.0295
Fr,09/23/2011,1.3465,1.0284
Th,09/22/2011,1.3573,1.0081
We,09/21/2011,1.3702,0.9927
Tu,09/20/2011,1.3685,0.9907
Mo,09/19/2011,1.3757,0.9799
Fr,09/16/2011,1.3877,0.9836
Th,09/15/2011,1.3755,0.9893
We,09/14/2011,1.3678,0.9857
Tu,09/13/2011,1.3679,0.9927
Mo,09/12/2011,1.3675,0.9965
Fr,09/09/2011,1.3882,0.9895
Th,09/08/2011,1.4098,0.9833
We,09/07/2011,1.3998,0.9905
Tu,09/06/2011,1.4098,0.9907
Mo,09/05/2011,1.4219,0.9872
Fr,09/02/2011,1.4259,0.9769
Th,09/01/2011,1.4369,0.9777
We,08/31/2011,1.4441,0.9779
Tu,08/30/2011,1.4511,0.9769
Mo,08/29/2011,1.4502,0.9839
Fr,08/26/2011,1.4379,0.9883
Th,08/25/2011,1.4414,0.9871
We,08/24/2011,1.4442,0.9874
Tu,08/23/2011,1.4358,0.9905
Mo,08/22/2011,1.4382,0.9888
Fr,08/19/2011,1.4333,0.9904
Th,08/18/2011,1.4426,0.9807
We,08/17/2011,1.4407,0.9824
Tu,08/16/2011,1.4444,0.9792
Mo,08/15/2011,1.4247,0.9868
Fr,08/12/2011,1.4241,0.9842
Th,08/11/2011,1.4178,0.9949
We,08/10/2011,1.4375,0.9772
Tu,08/09/2011,1.4179,0.9945
Mo,08/08/2011,1.4349,0.981
Fr,08/05/2011,1.4092,0.9815
Th,08/04/2011,1.4323,0.9621
We,08/03/2011,1.4203,0.9613
Tu,08/02/2011,1.425,0.9571
Mo,08/01/2011,1.44,0.954
Fr,07/29/2011,1.4334,0.9493
Th,07/28/2011,1.4369,0.9498
We,07/27/2011,1.4511,0.9443
Tu,07/26/2011,1.4377,0.9472
Mo,07/25/2011,1.4355,0.9472
Fr,07/22/2011,1.4425,0.9433
Th,07/21/2011,1.4215,0.9474
We,07/20/2011,1.4156,0.9501
Tu,07/19/2011,1.4112,0.9597
Mo,07/18/2011,1.4139,0.9548
Fr,07/15/2011,1.4143,0.9606
Th,07/14/2011,1.4168,0.9582
We,07/13/2011,1.3976,0.9666
Tu,07/12/2011,1.4029,0.9689
Mo,07/11/2011,1.4271,0.96
Fr,07/08/2011,1.4364,0.9587
Th,07/07/2011,1.4319,0.9653
We,07/06/2011,1.4429,0.9634
Tu,07/05/2011,1.4539,0.9611
Mo,07/04/2011,1.4502,0.9608
Fr,07/01/2011,1.4502,0.9634
Th,06/30/2011,1.4435,0.9695
We,06/29/2011,1.4371,0.9812
Tu,06/28/2011,1.4287,0.9861
Mo,06/27/2011,1.4185,0.9845
Fr,06/24/2011,1.4257,0.979
Th,06/23/2011,1.4357,0.9739
We,06/22/2011,1.4412,0.9711
Tu,06/21/2011,1.4304,0.9798
Mo,06/20/2011,1.4253,0.9804
Fr,06/17/2011,1.4204,0.9812
Th,06/16/2011,1.4181,0.9791
We,06/15/2011,1.444,0.9682
Tu,06/14/2011,1.4413,0.9761
Mo,06/13/2011,1.435,0.977
Fr,06/10/2011,1.451,0.973
Th,06/09/2011,1.4583,0.9793
We,06/08/2011,1.4691,0.9745
Tu,06/07/2011,1.4576,0.9809
Mo,06/06/2011,1.463,0.9777
Fr,06/03/2011,1.4492,0.9758
Th,06/02/2011,1.4329,0.9773
We,06/01/2011,1.4396,0.9684
Tu,05/31/2011,1.4282,0.9771
Mo,05/30/2011,1.4305,0.9781
Fr,05/27/2011,1.4145,0.9777
Th,05/26/2011,1.4088,0.9774
We,05/25/2011,1.41,0.9767
Tu,05/24/2011,1.4048,0.978
Mo,05/23/2011,1.4138,0.9748
Fr,05/20/2011,1.4309,0.9676
Th,05/19/2011,1.425,0.9701
We,05/18/2011,1.4237,0.9721
Tu,05/17/2011,1.4156,0.9758
Mo,05/16/2011,1.409,0.9691
Fr,05/13/2011,1.4246,0.9627
Th,05/12/2011,1.4192,0.9619
We,05/11/2011,1.4409,0.9568
Tu,05/10/2011,1.4365,0.9618
Mo,05/09/2011,1.4387,0.9636
Fr,05/06/2011,1.4539,0.967
Th,05/05/2011,1.4827,0.9594
We,05/04/2011,1.4826,0.9526
Tu,05/03/2011,1.483,0.9506
Mo,05/02/2011,1.4818,0.9457
Fr,04/29/2011,1.4822,0.9506
Th,04/28/2011,1.4788,0.9497
We,04/27/2011,1.4644,0.9516
Tu,04/26/2011,1.4582,0.9544
Mo,04/25/2011,1.4558,0.9535
Fr,04/22/2011,1.4552,0.9532
Th,04/21/2011,1.4523,0.9525
We,04/20/2011,1.4335,0.9561
Tu,04/19/2011,1.4234,0.9642
Mo,04/18/2011,1.445,0.959
Fr,04/15/2011,1.4488,0.9611
Th,04/14/2011,1.4443,0.9623
We,04/13/2011,1.4477,0.9635
Tu,04/12/2011,1.4436,0.9566
Mo,04/11/2011,1.4445,0.9572
Fr,04/08/2011,1.4308,0.9582
Th,04/07/2011,1.4331,0.9608
We,04/06/2011,1.4223,0.9638
Tu,04/05/2011,1.4221,0.967
Mo,04/04/2011,1.4233,0.9638
Fr,04/01/2011,1.4158,0.9706
Th,03/31/2011,1.4127,0.9709
We,03/30/2011,1.4113,0.9744
Tu,03/29/2011,1.4087,0.9779
Mo,03/28/2011,1.4028,0.9804
Fr,03/25/2011,1.4177,0.9752
Th,03/24/2011,1.4088,0.9816
We,03/23/2011,1.4196,0.9807
Tu,03/22/2011,1.4226,0.9778
Mo,03/21/2011,1.4188,0.9847
Fr,03/18/2011,1.4021,0.9848
Th,03/17/2011,1.39,0.9914
We,03/16/2011,1.3998,0.9859
Tu,03/15/2011,1.3992,0.9738
Mo,03/14/2011,1.3973,0.9741
Fr,03/11/2011,1.3798,0.976
Th,03/10/2011,1.3909,0.9685
We,03/09/2011,1.3905,0.9714
Tu,03/08/2011,1.3968,0.9733
Mo,03/07/2011,1.399,0.9731
Fr,03/04/2011,1.3969,0.972
Th,03/03/2011,1.3866,0.9731
We,03/02/2011,1.3777,0.9748
Tu,03/01/2011,1.3806,0.9716
Mo,02/28/2011,1.3751,0.9798
Fr,02/25/2011,1.38,0.9826
Th,02/24/2011,1.3749,0.9895
We,02/23/2011,1.365,0.9907
Tu,02/22/2011,1.3678,0.983
Mo,02/21/2011,1.3702,0.9865
Fr,02/18/2011,1.3609,0.9843
Th,02/17/2011,1.3569,0.9849
We,02/16/2011,1.3487,0.9898
Tu,02/15/2011,1.3489,0.9891
Mo,02/14/2011,1.3553,0.9874
Fr,02/11/2011,1.3603,0.9953
Th,02/10/2011,1.3733,0.9938
We,02/09/2011,1.3625,0.9952
Tu,02/08/2011,1.3583,0.9908
Mo,02/07/2011,1.3571,0.9893
Fr,02/04/2011,1.3634,0.9911
Th,02/03/2011,1.3811,0.9879
We,02/02/2011,1.3829,0.9906
Tu,02/01/2011,1.3694,1.001
Mo,01/31/2011,1.3588,1.0016
Fr,01/28/2011,1.3734,0.9934
Th,01/27/2011,1.3713,0.994
We,01/26/2011,1.3682,0.9969
Tu,01/25/2011,1.3638,0.9935
Mo,01/24/2011,1.3607,0.9934
Fr,01/21/2011,1.3473,0.9973
Th,01/20/2011,1.3473,0.9957
We,01/19/2011,1.3387,0.9913
Tu,01/18/2011,1.3294,0.987
Mo,01/17/2011,1.3389,0.9884
Fr,01/14/2011,1.3364,0.9892
Th,01/13/2011,1.3131,0.9857
We,01/12/2011,1.2974,0.9905
Tu,01/11/2011,1.2951,0.9934
Mo,01/10/2011,1.2908,0.9934
Fr,01/07/2011,1.3003,0.9966
Th,01/06/2011,1.3149,0.9956
We,01/05/2011,1.3308,0.9983
Tu,01/04/2011,1.3361,0.9938
Mo,01/03/2011,1.3337,0.9949
Fr,12/31/2010,1.329,1.0
Th,12/30/2010,1.3225,1.0009
We,12/29/2010,1.3115,1.0011
Tu,12/28/2010,1.3165,1.0068
Mo,12/27/2010,1.3119,1.0083
Fr,12/24/2010,1.3114,1.0093
Th,12/23/2010,1.31,1.0132
We,12/22/2010,1.3101,1.0171
Tu,12/21/2010,1.3131,1.0168
Mo,12/20/2010,1.3176,1.0128
Fr,12/17/2010,1.3244,1.0061
Th,12/16/2010,1.3214,1.005
We,12/15/2010,1.3378,1.0062
Tu,12/14/2010,1.3391,1.0074
Mo,12/13/2010,1.3231,1.0095
Fr,12/10/2010,1.3239,1.0106
Th,12/09/2010,1.3262,1.0112
We,12/08/2010,1.3261,1.0124
Tu,12/07/2010,1.3308,1.0057
Mo,12/06/2010,1.3415,1.0038
Fr,12/03/2010,1.3209,1.0026
Th,12/02/2010,1.3138,1.017
We,12/01/2010,1.2983,1.0264
Tu,11/30/2010,1.3125,1.0181
Mo,11/29/2010,1.3274,1.0159
Fr,11/26/2010,1.336,1.0092
Th,11/25/2010,1.3335,1.0099
We,11/24/2010,1.3367,1.0247
Tu,11/23/2010,1.3627,1.0187
Mo,11/22/2010,1.3717,1.0175
Fr,11/19/2010,1.3643,1.019
Th,11/18/2010,1.3529,1.0246
We,11/17/2010,1.3489,1.0223
Tu,11/16/2010,1.3587,1.0099
Mo,11/15/2010,1.368,1.0117
Fr,11/12/2010,1.3667,1.0033
Th,11/11/2010,1.3783,1.001
We,11/10/2010,1.3773,1.008
Tu,11/09/2010,1.392,1.0036
Mo,11/08/2010,1.404,1.0011
Fr,11/05/2010,1.4207,1.0022
Th,11/04/2010,1.4139,1.0053
We,11/03/2010,1.4034,1.0082
Tu,11/02/2010,1.3893,1.0153
Mo,11/01/2010,1.3948,1.0198
Fr,10/29/2010,1.393,1.0211
Th,10/28/2010,1.3769,1.0281
We,10/27/2010,1.3859,1.0239
Tu,10/26/2010,1.3965,1.02
Mo,10/25/2010,1.3979,1.0277
Fr,10/22/2010,1.392,1.0267
Th,10/21/2010,1.3964,1.021
We,10/20/2010,1.3727,1.0336
Tu,10/19/2010,1.3934,1.0172
Mo,10/18/2010,1.3992,1.0103
Fr,10/15/2010,1.4084,1.004
Th,10/14/2010,1.3961,1.0033
We,10/13/2010,1.3925,1.0101
Tu,10/12/2010,1.3876,1.0139
Mo,10/11/2010,1.3925,1.0106
Fr,10/08/2010,1.3926,1.0174
Th,10/07/2010,1.393,1.0111
We,10/06/2010,1.3839,1.0158
Tu,10/05/2010,1.3685,1.0239
Mo,10/04/2010,1.3799,1.0192
Fr,10/01/2010,1.3634,1.0292
Th,09/30/2010,1.3627,1.0326
We,09/29/2010,1.3585,1.0297
Tu,09/28/2010,1.3455,1.0293
Mo,09/27/2010,1.3481,1.0246
Fr,09/24/2010,1.3314,1.0343
Th,09/23/2010,1.3406,1.0308
We,09/22/2010,1.3264,1.0268
Tu,09/21/2010,1.3061,1.0282
Mo,09/20/2010,1.3052,1.0327
Fr,09/17/2010,1.3078,1.0265
Th,09/16/2010,1.3011,1.0262
We,09/15/2010,1.2998,1.0276
Tu,09/14/2010,1.2883,1.0271
Mo,09/13/2010,1.268,1.033
Fr,09/10/2010,1.2696,1.0339
Th,09/09/2010,1.272,1.0375
We,09/08/2010,1.2682,1.048
Tu,09/07/2010,1.2876,1.0354
Mo,09/06/2010,1.289,1.0394
Fr,09/03/2010,1.2826,1.0523
Th,09/02/2010,1.2809,1.0497
We,09/01/2010,1.268,1.0656
Tu,08/31/2010,1.2663,1.06
Mo,08/30/2010,1.274,1.0518
Fr,08/27/2010,1.2716,1.0579
Th,08/26/2010,1.2659,1.0596
We,08/25/2010,1.2627,1.0615
Tu,08/24/2010,1.2657,1.0522
Mo,08/23/2010,1.2713,1.0495
Fr,08/20/2010,1.2823,1.0404
Th,08/19/2010,1.2853,1.0296
We,08/18/2010,1.2885,1.0321
Tu,08/17/2010,1.2827,1.0435
Mo,08/16/2010,1.2778,1.041
Fr,08/13/2010,1.2829,1.0424
Th,08/12/2010,1.2863,1.0464
We,08/11/2010,1.3177,1.0314
Tu,08/10/2010,1.3221,1.027
Mo,08/09/2010,1.3277,1.027
Fr,08/06/2010,1.3189,1.0167
Th,08/05/2010,1.3161,1.0181
We,08/04/2010,1.3231,1.0235
Tu,08/03/2010,1.3179,1.0229
Mo,08/02/2010,1.306,1.0287
Fr,07/30/2010,1.3079,1.0371
Th,07/29/2010,1.2995,1.0388
We,07/28/2010,1.2996,1.0354
Tu,07/27/2010,1.2994,1.0323
Mo,07/26/2010,1.2912,1.0372
Fr,07/23/2010,1.2893,1.0371
Th,07/22/2010,1.2754,1.0491
We,07/21/2010,1.288,1.0435
Tu,07/20/2010,1.2942,1.0549
Mo,07/19/2010,1.2948,1.0562
Fr,07/16/2010,1.2951,1.0383
Th,07/15/2010,1.2744,1.0327
We,07/14/2010,1.2724,1.03
Tu,07/13/2010,1.2596,1.0372
Mo,07/12/2010,1.2614,1.033
Fr,07/09/2010,1.2698,1.042
Th,07/08/2010,1.2638,1.0466
We,07/07/2010,1.2626,1.0545
Tu,07/06/2010,1.2538,1.0634
Mo,07/05/2010,1.2536,1.0616
Fr,07/02/2010,1.2527,1.0596
Th,07/01/2010,1.2238,1.0639
We,06/30/2010,1.2188,1.056
Tu,06/29/2010,1.2277,1.0358
Mo,06/28/2010,1.2368,1.0346
Fr,06/25/2010,1.2333,1.043
Th,06/24/2010,1.2311,1.0397
We,06/23/2010,1.2271,1.0296
Tu,06/22/2010,1.2312,1.0243
Mo,06/21/2010,1.2417,1.019
Fr,06/18/2010,1.2389,1.0282
Th,06/17/2010,1.2311,1.0243
We,06/16/2010,1.2332,1.0254
Tu,06/15/2010,1.2221,1.0339
Mo,06/14/2010,1.2107,1.0321
Fr,06/11/2010,1.2124,1.0297
Th,06/10/2010,1.1979,1.0446
We,06/09/2010,1.1973,1.0475
Tu,06/08/2010,1.1923,1.0617
Mo,06/07/2010,1.1968,1.0625
Fr,06/04/2010,1.2163,1.0402
Th,06/03/2010,1.2249,1.0383
We,06/02/2010,1.2229,1.0554
Tu,06/01/2010,1.2306,1.0445
Mo,05/31/2010,1.2267,1.053
Fr,05/28/2010,1.2362,1.0482
Th,05/27/2010,1.2178,1.071
We,05/26/2010,1.2345,1.0675
Tu,05/25/2010,1.2372,1.0626
Mo,05/24/2010,1.2544,1.0602
Fr,05/21/2010,1.2487,1.0703
Th,05/20/2010,1.2415,1.0438
We,05/19/2010,1.2203,1.0393
Tu,05/18/2010,1.2395,1.0325
Mo,05/17/2010,1.236,1.0339
Fr,05/14/2010,1.2535,1.02
Th,05/13/2010,1.2614,1.0193
We,05/12/2010,1.2662,1.0221
Tu,05/11/2010,1.2787,1.0232
Mo,05/10/2010,1.2877,1.036
Fr,05/07/2010,1.262,1.0526
Th,05/06/2010,1.2814,1.0307
We,05/05/2010,1.2987,1.0245
Tu,05/04/2010,1.3195,1.0108
Mo,05/03/2010,1.3303,1.0173
Fr,04/30/2010,1.3233,1.0052
Th,04/29/2010,1.3221,1.0097
We,04/28/2010,1.3175,1.0177
Tu,04/27/2010,1.3382,1.001
Mo,04/26/2010,1.336,0.9994
Fr,04/23/2010,1.3295,1.0004
Th,04/22/2010,1.339,0.9997
We,04/21/2010,1.3435,0.9986
Tu,04/20/2010,1.3489,1.0144
Mo,04/19/2010,1.3501,1.0135
Fr,04/16/2010,1.3573,1.0021
Th,04/15/2010,1.3653,0.9986
We,04/14/2010,1.3614,1.0011
Tu,04/13/2010,1.3592,1.0025
Mo,04/12/2010,1.3504,1.0024
Fr,04/09/2010,1.3361,1.0021
Th,04/08/2010,1.3344,1.0063
We,04/07/2010,1.3399,1.0016
Tu,04/06/2010,1.3484,1.0022
Mo,04/05/2010,1.349,1.0089
Fr,04/02/2010,1.3589,1.0086
Th,04/01/2010,1.351,1.0153
We,03/31/2010,1.3414,1.0201
Tu,03/30/2010,1.3483,1.0211
Mo,03/29/2010,1.342,1.0257
Fr,03/26/2010,1.3273,1.024
Th,03/25/2010,1.3314,1.0268
We,03/24/2010,1.3499,1.0159
Tu,03/23/2010,1.3557,1.0189
Mo,03/22/2010,1.3532,1.0166
Fr,03/19/2010,1.3608,1.0141
Th,03/18/2010,1.3738,1.0104
We,03/17/2010,1.3766,1.0141
Tu,03/16/2010,1.3677,1.0193
Mo,03/15/2010,1.3768,1.0181
Fr,03/12/2010,1.3681,1.024
Th,03/11/2010,1.3657,1.0246
We,03/10/2010,1.3602,1.0261
Tu,03/09/2010,1.3634,1.0272
Mo,03/08/2010,1.3619,1.0291
Fr,03/05/2010,1.3581,1.0317
Th,03/04/2010,1.3697,1.0319
We,03/03/2010,1.3615,1.0356
Tu,03/02/2010,1.356,1.0414
Mo,03/01/2010,1.3646,1.0535
Fr,02/26/2010,1.3548,1.0608
Th,02/25/2010,1.3538,1.0536
We,02/24/2010,1.3507,1.0565
Tu,02/23/2010,1.3596,1.043
Mo,02/22/2010,1.364,1.0381
Fr,02/19/2010,1.3527,1.0472
Th,02/18/2010,1.3607,1.0464
We,02/17/2010,1.377,1.0431
Tu,02/16/2010,1.3598,1.0493
Mo,02/15/2010,1.3615,1.051
Fr,02/12/2010,1.3693,1.0499
Th,02/11/2010,1.3737,1.0621
We,02/10/2010,1.3797,1.0656
Tu,02/09/2010,1.3649,1.0758
Mo,02/08/2010,1.3716,1.0692
Fr,02/05/2010,1.3723,1.0744
Th,02/04/2010,1.3893,1.0626
We,02/03/2010,1.3964,1.057
Tu,02/02/2010,1.3931,1.0606
Mo,02/01/2010,1.3864,1.0707
Fr,01/29/2010,1.3971,1.0663
Th,01/28/2010,1.4024,1.0642
We,01/27/2010,1.4072,1.0627
Tu,01/26/2010,1.4151,1.0577
Mo,01/25/2010,1.4144,1.059
Fr,01/22/2010,1.4084,1.0524
Th,01/21/2010,1.4106,1.0464
We,01/20/2010,1.4288,1.0314
Tu,01/19/2010,1.4383,1.0261
Mo,01/18/2010,1.4358,1.0303
Fr,01/15/2010,1.45,1.0234
Th,01/14/2010,1.451,1.0309
We,01/13/2010,1.4486,1.0388
Tu,01/12/2010,1.4513,1.0335
Mo,01/11/2010,1.4427,1.0296
Fr,01/08/2010,1.4308,1.0347
Th,01/07/2010,1.4408,1.0324
We,01/06/2010,1.4365,1.039
Tu,01/05/2010,1.4413,1.0416
Mo,01/04/2010,1.4312,1.0514
Fr,01/01/2010,1.4321,1.0531
Th,12/31/2009,1.4339,1.0553
We,12/30/2009,1.4354,1.0434
Tu,12/29/2009,1.4379,1.0429
Mo,12/28/2009,1.4391,1.0492
Fr,12/25/2009,1.4381,1.0498
Th,12/24/2009,1.4337,1.0487
We,12/23/2009,1.4249,1.0574
Tu,12/22/2009,1.4276,1.0622
Mo,12/21/2009,1.4326,1.0665
Fr,12/18/2009,1.4338,1.0711
Th,12/17/2009,1.4531,1.0613
We,12/16/2009,1.4538,1.0612
Tu,12/15/2009,1.4656,1.0588
Mo,12/14/2009,1.4632,1.0605
Fr,12/11/2009,1.4732,1.0517
Th,12/10/2009,1.4726,1.0546
We,12/09/2009,1.4704,1.0638
Tu,12/08/2009,1.4827,1.0513
Mo,12/07/2009,1.487,1.0558
Fr,12/04/2009,1.5053,1.0574
Th,12/03/2009,1.5044,1.0511
We,12/02/2009,1.5081,1.0462
Tu,12/01/2009,1.5005,1.0562
Mo,11/30/2009,1.5014,1.0588
Fr,11/27/2009,1.5019,1.0589
Th,11/26/2009,1.5134,1.0453
We,11/25/2009,1.4968,1.058
Tu,11/24/2009,1.4961,1.0556
Mo,11/23/2009,1.4867,1.0704
Fr,11/20/2009,1.4925,1.0636
Th,11/19/2009,1.4963,1.0547
We,11/18/2009,1.4877,1.051
Tu,11/17/2009,1.497,1.0475
Mo,11/16/2009,1.4924,1.0529
Fr,11/13/2009,1.485,1.0557
Th,11/12/2009,1.4987,1.0449
We,11/11/2009,1.4993,1.0495
Tu,11/10/2009,1.4999,1.0552
Mo,11/09/2009,1.4886,1.0767
Fr,11/06/2009,1.4871,1.0651
Th,11/05/2009,1.4861,1.0628
We,11/04/2009,1.4724,1.0661
Tu,11/03/2009,1.4775,1.0767
Mo,11/02/2009,1.4723,1.0847
Fr,10/30/2009,1.4822,1.0665
Th,10/29/2009,1.4706,1.0811
We,10/28/2009,1.4804,1.0647
Tu,10/27/2009,1.4876,1.069
Mo,10/26/2009,1.4983,1.0525
Fr,10/23/2009,1.5033,1.0475
Th,10/22/2009,1.5016,1.0429
We,10/21/2009,1.4945,1.0495
Tu,10/20/2009,1.4964,1.0284
Mo,10/19/2009,1.4902,1.0361
Fr,10/16/2009,1.4947,1.0338
Th,10/15/2009,1.4925,1.0236
We,10/14/2009,1.4854,1.0319
Tu,10/13/2009,1.4773,1.0348
Mo,10/12/2009,1.472,1.0424
Fr,10/09/2009,1.4794,1.0518
Th,10/08/2009,1.4691,1.0612
We,10/07/2009,1.4722,1.0594
Tu,10/06/2009,1.4648,1.0697
